tenure_months,monthly_charges,total_tickets,contract_type,payment_method,churn
54,32.47,2,one-year,electronic_check,0
30,78.62,0,month-to-month,credit_card,1
48,96.43,2,one-year,credit_card,1
35,119.32,0,month-to-month,bank_transfer,1
38,95.83,1,month-to-month,electronic_check,0
31,99.36,2,one-year,bank_transfer,1
24,81.65,3,month-to-month,electronic_check,1
49,118.59,2,month-to-month,electronic_check,1
32,84.0,2,month-to-month,bank_transfer,1
55,106.03,3,one-year,electronic_check,1
58,114.58,6,month-to-month,electronic_check,1
3,112.99,1,one-year,credit_card,1
69,58.14,2,one-year,credit_card,0
10,27.87,2,one-year,electronic_check,1
25,37.19,1,month-to-month,bank_transfer,0
68,25.92,0,one-year,electronic_check,0
61,30.54,2,month-to-month,credit_card,0
29,38.47,3,month-to-month,electronic_check,1
19,54.11,2,one-year,credit_card,1
43,74.35,1,two-year,credit_card,0
66,91.17,2,month-to-month,bank_transfer,0
61,41.09,3,month-to-month,electronic_check,0
43,87.25,0,two-year,credit_card,0
25,90.43,2,two-year,electronic_check,1
20,75.86,4,month-to-month,electronic_check,1
48,110.36,0,month-to-month,electronic_check,0
24,31.1,0,month-to-month,bank_transfer,0
11,37.71,1,one-year,electronic_check,0
55,62.87,1,month-to-month,credit_card,0
28,32.67,1,one-year,electronic_check,0
69,76.63,2,two-year,credit_card,0
63,59.84,3,two-year,electronic_check,0
59,48.46,2,two-year,electronic_check,0
5,37.0,1,month-to-month,electronic_check,1
51,53.53,4,month-to-month,credit_card,1
21,80.8,2,one-year,electronic_check,1
12,77.58,1,month-to-month,credit_card,1
50,36.36,0,month-to-month,electronic_check,0
4,32.49,6,month-to-month,credit_card,1
42,22.67,1,two-year,electronic_check,0
38,21.24,1,two-year,electronic_check,0
25,107.98,3,month-to-month,bank_transfer,1
14,24.51,2,month-to-month,electronic_check,1
32,93.12,1,one-year,bank_transfer,1
11,107.2,2,two-year,electronic_check,1
61,29.81,0,month-to-month,credit_card,0
18,63.63,4,two-year,bank_transfer,1
27,116.23,2,one-year,electronic_check,1
55,103.41,3,two-year,credit_card,1
54,68.97,1,one-year,electronic_check,0
21,96.26,0,two-year,bank_transfer,1
44,103.34,1,two-year,bank_transfer,1
5,54.8,1,month-to-month,credit_card,1
41,109.22,1,month-to-month,electronic_check,1
59,67.05,1,two-year,bank_transfer,0
54,72.78,2,month-to-month,electronic_check,1
22,119.97,2,month-to-month,bank_transfer,1
65,104.33,3,two-year,bank_transfer,1
64,56.18,1,two-year,electronic_check,0
71,21.03,2,month-to-month,bank_transfer,0
4,82.62,2,month-to-month,bank_transfer,1
65,90.39,1,month-to-month,bank_transfer,1
15,85.08,2,month-to-month,electronic_check,0
22,116.79,3,two-year,electronic_check,1
47,106.3,1,one-year,electronic_check,1
46,64.88,0,two-year,electronic_check,0
14,26.29,3,month-to-month,electronic_check,1
50,67.61,0,month-to-month,bank_transfer,0
20,88.92,3,two-year,bank_transfer,1
50,80.77,1,month-to-month,electronic_check,1
33,73.81,2,month-to-month,credit_card,0
59,66.88,3,two-year,credit_card,0
43,49.38,1,two-year,electronic_check,0
12,47.73,2,month-to-month,electronic_check,1
40,70.02,0,one-year,bank_transfer,1
20,36.06,3,month-to-month,electronic_check,1
38,54.07,1,two-year,credit_card,0
3,52.4,6,two-year,electronic_check,1
28,78.71,4,month-to-month,electronic_check,1
56,26.67,1,month-to-month,electronic_check,1
13,102.97,1,two-year,electronic_check,1
66,76.24,4,month-to-month,electronic_check,1
37,87.08,1,two-year,electronic_check,1
49,90.31,1,two-year,electronic_check,0
66,49.15,0,two-year,bank_transfer,0
36,67.04,3,one-year,electronic_check,1
54,115.62,0,month-to-month,credit_card,1
26,96.67,3,month-to-month,electronic_check,1
40,116.96,2,one-year,electronic_check,1
43,94.63,1,month-to-month,electronic_check,1
22,37.56,0,one-year,credit_card,1
20,26.45,1,month-to-month,bank_transfer,1
8,77.77,2,month-to-month,electronic_check,1
29,55.78,2,month-to-month,electronic_check,1
40,47.55,1,two-year,credit_card,1
30,100.72,1,month-to-month,credit_card,1
55,56.7,1,month-to-month,electronic_check,0
16,51.7,0,month-to-month,bank_transfer,1
46,105.0,1,month-to-month,bank_transfer,1
62,104.63,4,two-year,electronic_check,1
7,55.64,2,one-year,credit_card,1
45,103.25,2,month-to-month,credit_card,1
59,105.08,2,month-to-month,bank_transfer,1
56,62.39,2,two-year,credit_card,1
48,26.65,1,one-year,bank_transfer,0
27,20.16,4,month-to-month,electronic_check,1
53,72.33,0,month-to-month,electronic_check,1
35,54.41,4,month-to-month,bank_transfer,1
51,119.71,0,month-to-month,electronic_check,1
37,97.24,1,two-year,bank_transfer,0
57,96.13,0,month-to-month,electronic_check,0
8,115.52,2,two-year,electronic_check,1
20,108.77,1,month-to-month,credit_card,1
53,51.82,1,month-to-month,credit_card,0
12,36.6,2,two-year,bank_transfer,0
49,94.59,0,month-to-month,bank_transfer,1
17,57.83,1,one-year,credit_card,1
64,67.32,1,two-year,bank_transfer,0
42,83.04,2,two-year,electronic_check,1
29,110.79,0,month-to-month,bank_transfer,1
19,61.91,2,month-to-month,bank_transfer,1
11,98.33,1,month-to-month,electronic_check,1
50,46.83,2,month-to-month,electronic_check,0
71,89.8,1,month-to-month,credit_card,0
58,20.16,0,month-to-month,electronic_check,0
34,107.15,3,month-to-month,electronic_check,1
20,23.04,1,month-to-month,electronic_check,1
50,91.28,3,two-year,electronic_check,1
10,24.63,0,one-year,credit_card,0
32,46.62,1,month-to-month,bank_transfer,0
52,69.72,1,two-year,credit_card,1
15,61.99,1,month-to-month,bank_transfer,1
3,39.18,0,month-to-month,bank_transfer,1
37,53.38,2,month-to-month,bank_transfer,1
40,92.77,0,two-year,electronic_check,1
40,86.93,0,month-to-month,bank_transfer,0
56,27.18,1,month-to-month,bank_transfer,0
23,94.73,1,two-year,credit_card,0
11,25.3,0,month-to-month,credit_card,1
64,74.29,1,two-year,electronic_check,0
8,46.01,3,month-to-month,electronic_check,1
56,78.77,1,two-year,bank_transfer,0
60,46.13,2,one-year,electronic_check,0
10,118.5,3,two-year,electronic_check,1
39,50.97,3,two-year,electronic_check,1
28,44.2,0,two-year,electronic_check,1
49,47.85,2,month-to-month,bank_transfer,1
36,109.65,1,two-year,bank_transfer,1
13,83.62,1,one-year,credit_card,1
36,93.07,1,month-to-month,electronic_check,1
26,111.8,3,two-year,electronic_check,1
4,111.19,0,month-to-month,bank_transfer,1
64,93.89,0,month-to-month,electronic_check,1
38,39.78,0,month-to-month,credit_card,0
22,104.34,0,one-year,electronic_check,1
2,40.38,0,one-year,credit_card,1
31,94.29,5,one-year,bank_transfer,1
11,88.56,0,month-to-month,credit_card,1
46,95.89,0,one-year,bank_transfer,0
62,73.27,4,two-year,credit_card,1
69,83.87,1,month-to-month,bank_transfer,0
64,115.33,3,one-year,bank_transfer,0
10,30.11,1,month-to-month,bank_transfer,0
40,50.88,1,month-to-month,credit_card,0
24,81.14,0,one-year,credit_card,0
44,116.41,2,month-to-month,electronic_check,1
60,29.56,2,one-year,electronic_check,0
62,22.25,0,one-year,electronic_check,0
17,25.57,3,month-to-month,electronic_check,0
65,25.24,2,month-to-month,credit_card,0
57,110.78,2,two-year,electronic_check,1
55,92.13,2,month-to-month,bank_transfer,1
53,87.71,2,one-year,bank_transfer,0
56,72.26,3,two-year,credit_card,1
9,98.2,2,two-year,bank_transfer,1
22,35.56,3,one-year,electronic_check,1
13,59.19,2,month-to-month,credit_card,1
48,69.0,3,month-to-month,electronic_check,1
18,31.04,3,month-to-month,credit_card,1
40,61.95,0,one-year,electronic_check,0
17,51.65,0,month-to-month,electronic_check,0
15,23.56,1,two-year,credit_card,0
15,33.67,3,one-year,credit_card,1
63,96.4,2,month-to-month,electronic_check,0
39,21.8,1,month-to-month,bank_transfer,0
13,113.43,0,one-year,bank_transfer,1
32,28.64,3,month-to-month,electronic_check,0
9,99.92,3,one-year,credit_card,1
40,109.86,2,two-year,credit_card,1
20,114.11,0,two-year,credit_card,1
63,106.75,1,one-year,bank_transfer,0
44,48.76,1,two-year,bank_transfer,0
38,53.31,0,one-year,bank_transfer,0
60,62.65,2,month-to-month,electronic_check,0
71,33.93,2,one-year,bank_transfer,0
48,22.23,0,month-to-month,credit_card,0
18,106.91,1,month-to-month,electronic_check,1
16,75.41,0,one-year,electronic_check,1
55,80.87,3,two-year,bank_transfer,0
39,112.7,1,one-year,electronic_check,1
68,86.51,0,month-to-month,credit_card,0
59,89.09,3,month-to-month,electronic_check,1
62,98.7,0,month-to-month,credit_card,0
13,31.63,0,month-to-month,electronic_check,1
6,56.02,1,two-year,electronic_check,0
60,116.82,2,month-to-month,credit_card,1
14,112.29,0,month-to-month,bank_transfer,1
54,108.41,1,one-year,electronic_check,1
4,65.21,0,month-to-month,electronic_check,1
39,105.72,1,one-year,electronic_check,1
25,24.84,1,one-year,electronic_check,0
32,34.85,3,one-year,bank_transfer,1
59,61.4,4,month-to-month,bank_transfer,1
63,68.34,3,month-to-month,electronic_check,1
38,46.35,1,month-to-month,electronic_check,1
53,55.65,4,one-year,bank_transfer,0
67,36.28,1,month-to-month,electronic_check,0
28,68.91,2,month-to-month,bank_transfer,1
3,99.38,1,two-year,bank_transfer,1
22,86.14,0,month-to-month,electronic_check,1
38,30.78,1,two-year,electronic_check,0
62,68.76,0,two-year,electronic_check,0
57,89.76,1,two-year,bank_transfer,1
6,72.99,1,two-year,bank_transfer,0
32,59.17,2,month-to-month,bank_transfer,0
10,82.19,1,one-year,credit_card,1
3,116.86,3,one-year,bank_transfer,1
59,29.49,2,month-to-month,credit_card,0
49,59.0,0,month-to-month,electronic_check,0
59,60.66,4,month-to-month,electronic_check,1
31,77.7,1,month-to-month,electronic_check,0
69,35.22,2,one-year,bank_transfer,0
62,37.66,0,two-year,electronic_check,0
52,48.54,1,two-year,bank_transfer,0
41,115.59,2,month-to-month,bank_transfer,1
31,93.41,2,month-to-month,electronic_check,1
22,86.17,1,one-year,bank_transfer,1
4,101.7,2,month-to-month,electronic_check,1
13,32.76,2,two-year,bank_transfer,0
45,105.93,0,one-year,credit_card,1
42,79.48,5,one-year,credit_card,1
49,53.53,1,month-to-month,electronic_check,1
20,101.59,1,month-to-month,electronic_check,1
54,100.26,3,month-to-month,bank_transfer,1
36,104.57,0,month-to-month,electronic_check,1
1,31.55,2,two-year,credit_card,1
15,116.94,3,month-to-month,electronic_check,1
17,115.96,2,month-to-month,credit_card,1
24,55.75,2,one-year,credit_card,1
58,26.59,1,month-to-month,electronic_check,1
23,36.71,2,two-year,electronic_check,0
46,119.28,1,month-to-month,credit_card,1
8,76.3,3,two-year,electronic_check,1
59,55.66,1,two-year,bank_transfer,0
59,48.82,0,two-year,electronic_check,0
13,45.7,1,month-to-month,electronic_check,0
39,86.42,1,month-to-month,electronic_check,1
28,61.94,1,two-year,electronic_check,1
61,116.54,0,two-year,bank_transfer,0
16,88.38,0,one-year,credit_card,0
2,99.2,1,month-to-month,electronic_check,1
17,49.27,0,month-to-month,bank_transfer,0
30,27.92,0,two-year,bank_transfer,0
13,68.78,4,month-to-month,electronic_check,1
13,51.46,2,month-to-month,bank_transfer,1
43,40.21,2,month-to-month,credit_card,1
21,115.26,4,one-year,electronic_check,1
55,64.4,1,month-to-month,credit_card,1
40,37.47,0,month-to-month,credit_card,0
15,39.87,1,month-to-month,electronic_check,0
52,48.07,2,month-to-month,bank_transfer,1
53,119.93,0,one-year,electronic_check,1
52,46.8,3,month-to-month,bank_transfer,1
30,52.88,1,month-to-month,bank_transfer,0
33,85.93,3,one-year,electronic_check,1
57,49.4,2,month-to-month,credit_card,1
52,41.58,2,month-to-month,bank_transfer,1
9,35.86,2,two-year,credit_card,1
54,51.27,1,two-year,electronic_check,0
1,30.59,1,month-to-month,credit_card,1
44,21.86,2,month-to-month,bank_transfer,0
9,100.46,1,month-to-month,credit_card,1
32,33.79,1,two-year,bank_transfer,0
15,97.6,2,one-year,electronic_check,1
12,99.75,0,month-to-month,electronic_check,1
57,73.79,1,two-year,credit_card,1
8,50.97,2,month-to-month,bank_transfer,1
27,34.5,0,month-to-month,credit_card,1
62,93.68,0,month-to-month,electronic_check,1
12,80.14,1,month-to-month,bank_transfer,1
65,85.55,2,two-year,bank_transfer,0
42,20.87,0,one-year,bank_transfer,0
62,112.75,2,month-to-month,credit_card,1
11,26.63,1,month-to-month,electronic_check,0
43,56.68,1,one-year,bank_transfer,1
17,60.27,2,month-to-month,bank_transfer,1
32,20.14,1,month-to-month,electronic_check,0
40,69.71,0,one-year,bank_transfer,0
23,95.28,1,month-to-month,bank_transfer,1
56,102.33,0,month-to-month,electronic_check,1
6,107.94,2,month-to-month,electronic_check,1
50,68.77,1,month-to-month,credit_card,1
37,83.06,1,one-year,electronic_check,1
64,27.95,3,month-to-month,electronic_check,1
54,68.8,2,one-year,bank_transfer,1
49,35.48,1,month-to-month,electronic_check,0
11,56.96,3,one-year,bank_transfer,1
49,52.93,1,month-to-month,electronic_check,0
21,62.35,0,one-year,credit_card,0
66,77.16,2,one-year,electronic_check,0
63,110.29,1,one-year,electronic_check,1
28,59.45,1,one-year,bank_transfer,1
17,118.11,0,month-to-month,electronic_check,1
6,95.9,0,two-year,credit_card,1
19,71.15,2,two-year,bank_transfer,1
56,84.4,1,one-year,credit_card,0
28,30.22,2,two-year,electronic_check,0
66,104.45,1,month-to-month,credit_card,1
38,78.24,2,month-to-month,bank_transfer,1
37,118.61,1,one-year,electronic_check,1
68,83.64,1,two-year,electronic_check,1
49,103.41,2,month-to-month,credit_card,1
43,99.98,3,one-year,credit_card,1
36,54.55,2,two-year,electronic_check,0
58,45.96,1,two-year,credit_card,0
13,63.05,4,month-to-month,credit_card,1
52,66.72,0,month-to-month,electronic_check,1
58,44.01,1,month-to-month,bank_transfer,1
32,109.46,2,one-year,electronic_check,0
60,74.25,2,two-year,credit_card,0
58,117.84,0,one-year,bank_transfer,0
56,101.0,3,two-year,bank_transfer,1
28,75.57,2,one-year,credit_card,1
1,114.7,0,one-year,electronic_check,0
42,70.49,0,month-to-month,credit_card,0
48,108.71,0,month-to-month,electronic_check,1
40,55.81,1,month-to-month,credit_card,0
63,57.86,2,month-to-month,bank_transfer,1
4,61.81,2,month-to-month,bank_transfer,1
38,74.66,3,month-to-month,bank_transfer,1
27,75.35,0,month-to-month,credit_card,0
9,69.64,2,month-to-month,electronic_check,1
16,50.6,2,month-to-month,electronic_check,1
56,112.72,0,one-year,electronic_check,1
31,78.86,0,one-year,credit_card,0
14,60.77,4,one-year,bank_transfer,1
25,85.12,0,one-year,bank_transfer,0
34,96.8,2,one-year,credit_card,1
67,116.07,2,two-year,credit_card,0
24,69.95,1,month-to-month,electronic_check,1
26,31.21,1,month-to-month,bank_transfer,1
20,64.08,3,month-to-month,electronic_check,1
64,67.9,0,one-year,credit_card,0
10,109.7,1,month-to-month,credit_card,0
67,59.48,2,month-to-month,credit_card,0
24,115.33,4,month-to-month,credit_card,1
5,68.51,0,one-year,bank_transfer,1
67,117.38,0,one-year,bank_transfer,1
58,20.82,2,month-to-month,electronic_check,0
27,109.88,1,month-to-month,electronic_check,1
15,113.11,1,two-year,credit_card,1
35,116.1,1,one-year,bank_transfer,1
53,21.31,0,month-to-month,credit_card,0
44,37.17,0,two-year,credit_card,0
26,85.38,2,month-to-month,credit_card,0
47,22.55,2,month-to-month,bank_transfer,1
34,26.36,4,month-to-month,electronic_check,1
50,42.11,1,two-year,electronic_check,0
12,71.24,1,month-to-month,bank_transfer,1
4,74.59,2,month-to-month,electronic_check,1
48,23.43,2,two-year,electronic_check,1
55,37.04,2,one-year,bank_transfer,0
1,69.97,0,one-year,credit_card,0
66,79.39,2,month-to-month,credit_card,0
30,34.84,1,month-to-month,electronic_check,1
3,59.88,2,two-year,credit_card,1
21,110.44,3,one-year,bank_transfer,1
49,119.89,2,two-year,credit_card,1
62,118.72,1,two-year,electronic_check,1
38,108.17,0,one-year,credit_card,0
15,59.47,2,month-to-month,credit_card,1
52,88.66,1,month-to-month,bank_transfer,1
46,61.66,2,month-to-month,electronic_check,0
25,84.85,2,month-to-month,credit_card,1
21,50.94,3,two-year,credit_card,1
5,80.62,1,month-to-month,credit_card,1
70,72.38,2,two-year,electronic_check,0
47,22.45,4,two-year,bank_transfer,0
68,99.07,2,two-year,electronic_check,0
18,21.19,0,two-year,credit_card,0
21,49.32,1,one-year,credit_card,0
23,20.59,0,two-year,electronic_check,1
64,57.62,0,one-year,credit_card,0
67,26.32,2,one-year,bank_transfer,0
40,111.35,3,one-year,electronic_check,1
10,61.57,0,one-year,electronic_check,1
52,65.95,3,month-to-month,electronic_check,1
61,54.99,1,month-to-month,bank_transfer,1
64,82.75,2,month-to-month,electronic_check,0
5,98.44,0,month-to-month,bank_transfer,1
53,84.81,2,month-to-month,credit_card,1
55,94.82,0,two-year,bank_transfer,0
37,110.6,0,one-year,electronic_check,1
56,106.35,4,month-to-month,bank_transfer,1
59,87.41,0,two-year,electronic_check,0
69,41.46,1,two-year,credit_card,0
59,83.77,0,two-year,bank_transfer,0
2,70.61,1,one-year,electronic_check,1
65,91.72,1,month-to-month,bank_transfer,0
60,103.29,1,month-to-month,credit_card,1
51,94.27,2,one-year,electronic_check,0
30,104.66,2,month-to-month,bank_transfer,1
11,26.39,2,month-to-month,credit_card,0
39,23.16,2,two-year,electronic_check,0
63,45.85,2,one-year,electronic_check,1
64,110.07,5,month-to-month,bank_transfer,1
61,102.37,4,month-to-month,credit_card,1
54,88.27,1,month-to-month,credit_card,1
58,90.08,1,month-to-month,electronic_check,1
56,92.67,3,one-year,electronic_check,1
34,114.26,0,month-to-month,bank_transfer,1
31,103.22,3,two-year,credit_card,1
52,82.34,1,two-year,bank_transfer,0
1,86.57,0,one-year,electronic_check,1
55,41.37,0,one-year,electronic_check,1
22,85.73,0,month-to-month,credit_card,1
40,62.47,1,one-year,bank_transfer,1
1,35.3,3,one-year,electronic_check,0
65,100.64,1,one-year,electronic_check,0
63,71.02,0,month-to-month,credit_card,0
54,117.74,1,month-to-month,credit_card,1
42,48.17,3,month-to-month,electronic_check,1
21,68.07,1,one-year,electronic_check,0
22,64.8,1,one-year,electronic_check,0
38,32.08,2,one-year,electronic_check,1
8,62.61,3,one-year,bank_transfer,1
62,48.76,4,month-to-month,electronic_check,1
47,36.03,2,two-year,credit_card,0
17,48.22,2,month-to-month,bank_transfer,1
17,43.33,1,month-to-month,credit_card,0
13,93.41,3,one-year,credit_card,1
17,23.08,1,month-to-month,electronic_check,1
38,81.75,2,month-to-month,electronic_check,1
45,96.07,5,one-year,credit_card,1
6,68.07,1,two-year,credit_card,1
35,113.16,7,month-to-month,bank_transfer,1
14,90.79,2,month-to-month,electronic_check,0
61,94.79,1,month-to-month,credit_card,0
15,39.69,0,two-year,electronic_check,0
54,97.73,2,month-to-month,electronic_check,1
27,103.21,3,month-to-month,credit_card,1
13,56.13,3,month-to-month,credit_card,1
31,41.34,3,month-to-month,bank_transfer,1
35,58.51,1,month-to-month,electronic_check,1
60,93.96,1,month-to-month,bank_transfer,0
6,61.76,1,month-to-month,bank_transfer,0
69,93.67,2,month-to-month,credit_card,1
58,31.36,1,two-year,bank_transfer,0
49,100.6,2,two-year,credit_card,0
23,45.32,1,month-to-month,electronic_check,1
34,44.89,2,one-year,electronic_check,1
26,79.04,3,one-year,electronic_check,1
47,27.01,1,month-to-month,bank_transfer,0
5,22.63,3,month-to-month,credit_card,0
20,46.1,1,one-year,credit_card,0
6,73.81,3,month-to-month,electronic_check,1
70,110.76,5,one-year,credit_card,1
59,104.64,2,month-to-month,electronic_check,1
64,69.04,3,month-to-month,electronic_check,1
18,23.71,1,two-year,bank_transfer,0
4,73.53,2,one-year,electronic_check,1
17,90.48,0,two-year,bank_transfer,0
14,53.92,2,one-year,bank_transfer,0
13,31.11,0,month-to-month,electronic_check,1
7,47.86,1,one-year,electronic_check,0
44,97.16,3,one-year,bank_transfer,1
15,55.12,1,one-year,electronic_check,0
19,101.2,1,month-to-month,electronic_check,1
63,51.95,3,month-to-month,credit_card,0
35,36.36,4,two-year,electronic_check,0
35,63.58,0,two-year,bank_transfer,1
19,65.23,0,month-to-month,bank_transfer,0
20,21.61,2,month-to-month,credit_card,1
35,31.7,1,two-year,credit_card,0
32,38.49,0,month-to-month,electronic_check,1
48,31.36,0,month-to-month,electronic_check,1
44,54.15,2,one-year,bank_transfer,0
24,116.46,3,one-year,credit_card,1
61,70.92,2,month-to-month,electronic_check,1
17,82.76,4,one-year,bank_transfer,1
71,55.64,2,one-year,credit_card,0
50,52.35,1,one-year,credit_card,0
65,22.31,1,month-to-month,bank_transfer,0
32,70.03,1,month-to-month,electronic_check,1
36,68.36,1,month-to-month,electronic_check,1
13,35.78,1,month-to-month,electronic_check,1
70,96.43,2,month-to-month,electronic_check,1
58,69.27,1,month-to-month,credit_card,0
14,53.9,4,month-to-month,electronic_check,1
37,34.69,0,month-to-month,electronic_check,0
68,75.22,4,month-to-month,electronic_check,1
40,95.28,1,month-to-month,bank_transfer,1
59,48.2,2,one-year,bank_transfer,0
16,41.88,1,month-to-month,bank_transfer,1
62,72.19,5,month-to-month,credit_card,1
4,35.53,4,month-to-month,bank_transfer,1
45,86.66,1,one-year,electronic_check,1
28,80.53,0,month-to-month,credit_card,1
66,28.71,3,two-year,credit_card,0
31,23.65,2,one-year,electronic_check,0
3,82.03,2,month-to-month,electronic_check,1
8,49.43,0,month-to-month,credit_card,1
24,28.64,1,one-year,electronic_check,0
15,95.94,1,month-to-month,bank_transfer,1
43,51.4,3,month-to-month,credit_card,1
31,65.96,1,month-to-month,electronic_check,1
45,43.68,2,two-year,bank_transfer,0
66,82.73,1,month-to-month,electronic_check,0
8,50.15,2,month-to-month,electronic_check,1
71,116.8,1,month-to-month,bank_transfer,1
57,90.29,1,one-year,electronic_check,0
30,33.67,0,one-year,credit_card,0
18,61.67,0,month-to-month,electronic_check,1
69,58.54,2,one-year,electronic_check,0
39,73.42,1,month-to-month,electronic_check,1
60,104.19,2,one-year,credit_card,1
43,78.34,2,month-to-month,electronic_check,1
45,26.16,3,one-year,electronic_check,0
23,85.54,2,two-year,bank_transfer,0
69,20.83,1,one-year,bank_transfer,0
6,98.0,2,month-to-month,electronic_check,1
56,86.66,0,one-year,credit_card,0
4,50.88,1,month-to-month,credit_card,1
23,49.24,2,two-year,bank_transfer,0
6,99.83,1,month-to-month,bank_transfer,1
32,98.33,2,one-year,credit_card,1
18,55.23,0,month-to-month,bank_transfer,0
15,49.89,1,month-to-month,credit_card,1
40,75.98,2,month-to-month,electronic_check,1
6,20.84,2,month-to-month,bank_transfer,1
63,28.27,0,month-to-month,credit_card,0
67,32.62,1,month-to-month,electronic_check,0
11,38.54,1,month-to-month,electronic_check,1
43,71.2,1,one-year,bank_transfer,0
17,119.22,2,month-to-month,credit_card,1
4,85.26,2,two-year,electronic_check,1
63,26.13,1,one-year,credit_card,0
68,72.56,2,two-year,bank_transfer,0
41,69.66,1,month-to-month,credit_card,1
5,34.42,2,month-to-month,credit_card,1
32,112.03,0,one-year,bank_transfer,1
70,64.08,1,one-year,credit_card,1
35,119.46,1,one-year,electronic_check,0
22,62.01,2,two-year,credit_card,1
65,80.8,2,one-year,electronic_check,1
22,30.48,3,month-to-month,electronic_check,1
11,65.42,0,two-year,bank_transfer,1
3,43.88,1,one-year,electronic_check,1
9,103.56,1,month-to-month,credit_card,1
60,98.39,1,month-to-month,credit_card,1
14,102.42,1,one-year,electronic_check,1
18,92.36,1,one-year,electronic_check,1
23,103.27,0,two-year,bank_transfer,1
47,40.08,2,month-to-month,credit_card,0
69,65.2,1,one-year,credit_card,0
47,89.18,2,two-year,electronic_check,1
30,83.74,1,one-year,credit_card,1
25,91.64,2,month-to-month,electronic_check,0
28,42.43,2,month-to-month,electronic_check,0
25,29.84,2,one-year,electronic_check,0
58,111.68,4,month-to-month,electronic_check,1
41,76.02,0,two-year,bank_transfer,1
25,35.38,2,month-to-month,bank_transfer,0
48,99.34,2,one-year,credit_card,1
10,111.49,4,month-to-month,bank_transfer,1
11,36.96,2,month-to-month,electronic_check,1
21,101.74,1,one-year,bank_transfer,1
45,113.32,1,month-to-month,electronic_check,1
7,113.84,0,one-year,bank_transfer,1
64,111.42,0,month-to-month,electronic_check,0
64,74.64,5,one-year,electronic_check,1
2,55.62,2,month-to-month,electronic_check,1
42,20.73,3,month-to-month,credit_card,0
54,26.09,1,month-to-month,bank_transfer,0
16,62.88,0,one-year,credit_card,0
18,59.93,1,month-to-month,bank_transfer,1
59,38.47,2,month-to-month,credit_card,1
16,59.55,1,one-year,electronic_check,1
6,37.47,2,month-to-month,credit_card,1
57,104.88,3,one-year,electronic_check,1
47,49.82,3,one-year,electronic_check,1
48,79.86,3,month-to-month,credit_card,1
42,70.28,3,month-to-month,credit_card,0
60,25.19,0,one-year,credit_card,0
4,114.22,1,month-to-month,electronic_check,1
2,72.72,1,month-to-month,credit_card,1
59,52.51,0,one-year,electronic_check,0
27,35.81,1,month-to-month,electronic_check,1
27,53.85,3,month-to-month,credit_card,1
7,22.05,1,month-to-month,bank_transfer,1
63,56.36,0,one-year,credit_card,0
46,73.15,2,one-year,electronic_check,1
63,107.19,0,one-year,credit_card,0
12,88.74,2,two-year,bank_transfer,1
13,31.16,2,month-to-month,bank_transfer,1
43,34.77,1,month-to-month,electronic_check,0
17,62.81,3,month-to-month,credit_card,1
63,39.57,1,month-to-month,credit_card,0
36,22.78,1,month-to-month,bank_transfer,1
8,100.5,2,month-to-month,credit_card,1
69,21.95,1,one-year,bank_transfer,0
36,103.07,1,month-to-month,credit_card,1
28,34.41,2,one-year,credit_card,0
47,117.47,1,month-to-month,electronic_check,1
30,80.39,1,two-year,bank_transfer,1
23,93.5,2,one-year,electronic_check,1
16,31.05,2,one-year,bank_transfer,0
14,106.21,1,two-year,credit_card,1
71,103.92,1,two-year,electronic_check,0
52,85.3,2,month-to-month,electronic_check,1
37,70.23,1,month-to-month,credit_card,0
29,92.15,4,one-year,bank_transfer,1
67,20.59,1,month-to-month,bank_transfer,0
15,79.24,0,month-to-month,electronic_check,0
47,104.74,3,month-to-month,electronic_check,1
46,55.69,0,month-to-month,electronic_check,1
52,30.83,1,month-to-month,credit_card,0
19,62.09,0,month-to-month,bank_transfer,0
21,92.71,4,month-to-month,bank_transfer,1
64,30.73,1,month-to-month,electronic_check,0
37,40.6,1,month-to-month,electronic_check,0
27,34.76,2,one-year,electronic_check,0
55,99.69,1,month-to-month,bank_transfer,0
29,26.29,2,two-year,electronic_check,0
20,88.66,2,month-to-month,credit_card,0
25,56.65,1,two-year,electronic_check,0
70,95.58,2,month-to-month,electronic_check,1
63,116.44,1,two-year,bank_transfer,0
36,31.45,1,month-to-month,electronic_check,1
2,51.44,2,one-year,credit_card,1
22,101.01,1,month-to-month,credit_card,1
16,46.62,2,one-year,electronic_check,1
18,41.51,0,month-to-month,bank_transfer,1
69,102.54,2,one-year,bank_transfer,0
54,118.71,3,one-year,credit_card,1
30,75.69,1,two-year,electronic_check,1
45,47.8,0,one-year,electronic_check,0
19,59.86,3,month-to-month,bank_transfer,1
34,37.01,0,month-to-month,bank_transfer,0
13,96.19,0,one-year,credit_card,1
43,97.35,0,month-to-month,credit_card,0
62,107.51,3,two-year,electronic_check,0
22,22.66,1,month-to-month,credit_card,0
52,76.2,2,month-to-month,credit_card,1
52,41.43,2,one-year,credit_card,0
36,54.09,1,month-to-month,credit_card,1
19,98.5,1,one-year,credit_card,1
38,39.2,2,month-to-month,electronic_check,0
70,83.83,4,month-to-month,credit_card,1
57,85.46,0,two-year,electronic_check,0
20,115.41,2,month-to-month,electronic_check,1
9,97.52,3,one-year,bank_transfer,1
32,100.36,2,month-to-month,credit_card,1
4,73.16,0,one-year,bank_transfer,1
